Block,Lot,Use_Districts_Superseded,Use_Districts_Approved,Additional_Info_Split_Lots_Use,Height_Bulk_Superseded,Height_Bulk_Approved,Additional_Info_Split_Lots_Height,Special_Use_Districts_Approved,Coastal_Zone
0061,034,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0061,035,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0061,037,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0061,039,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0061,040,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0061,041,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0061,046,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,001,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,003,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,004,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,005,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,007,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,010,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,011,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,012,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,013,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,014,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,016,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,017,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,019,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,020,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,021,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,022,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,023,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,024,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,025,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,026,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,027,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,028,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,030,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,031,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,032,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,043,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,050,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,052,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,059,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,062,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0062,065,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,001,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,002,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,003,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,004,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,005,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,006,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,007,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,009,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,010,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,011,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,012,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,013,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,014,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,015,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,017,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,018,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,019,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,021,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,022,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,023,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,024,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,025,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,026,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,027,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,028,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,029,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,030,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,034,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0063,037,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,001,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,002,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,003,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,004,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,005,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,006,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,007,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,009,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,010,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,011,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,012,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,014,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,015,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,016,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,017,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,018,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,019,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,020,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,021,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,023,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,024,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,025,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,026,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,028,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,030,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,032,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,033,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0064,036,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,040,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0064,052,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0065,001,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,002,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,003,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,004,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,005,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,006,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,008,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,010,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,011,BEACH,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,012,BEACH,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,013,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,015,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,016,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,017,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,021,BEACH,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,024,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,025,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,026,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,027,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,048,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0065,049,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,058,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,060,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0065,062,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,001,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0066,002,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,003,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,005,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,006,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,007,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,008,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,009,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,011,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,012,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0066,013,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,014,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,016,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,017,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,018,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,019,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,020,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,021,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,022,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,024,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,026,BEACH,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,028,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,029,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,030,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,035,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,041,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,043,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0066,047,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0067,001,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0067,002,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0067,003,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,005,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,006,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,007,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,008,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,009,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,016,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,019,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0067,041,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0068,001,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,003,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,004,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,005,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,006,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,007,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,008,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,010,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,011,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,013,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,014,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,016,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,018,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,019,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,020,RH-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,025,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,034,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,040,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,044,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,046,RH-3; RH-1,RH-1,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0068,047,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,005,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,009,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,010,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,011,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,012,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,013,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,014,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,015,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,016,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,020,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,027,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,069,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,080,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,081,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0069,082,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,003,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,004,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,005,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,010,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,011,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,012,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,015,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,016,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,017,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,021,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,025,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,030,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,032,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,033,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,041,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,045,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,065,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,067,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,069,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,076,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,079,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,083,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,086,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,089,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,095,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,101,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0071,111,RH-3,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0072,001,P,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,003,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,006,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,008,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,010,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,012,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,013,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,015,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,016,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,018,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,021,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,022,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,023,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,024,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,048,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,050,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,052,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,055,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,059,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0072,071,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,002,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,003,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,005,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,006,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,007,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,008,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,009,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,011,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,012,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,014,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,015,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,016,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,017,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,018,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,019,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,020,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,021,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,022,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,024,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,025,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,030,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,033,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0073,051,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0073,063,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,004,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,005,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,007,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,008,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,009,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,012,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,013,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,018,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,019,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,022,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,023,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,026,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,027,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,028,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,038,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,039,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,040,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,041,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,042,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,043,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,044,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,045,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,046,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,047,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,054,BEACH,No change,N/A,40-X,40//65-R-4,N/A,N/A,N/A
0074,061,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0074,062,RM-1,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,001,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,003,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,004,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,006,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,007,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,008,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,009,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,010,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,011,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,012,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,013,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,014,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,015,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,016,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,017,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,020,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,022,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,023,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,024,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,025,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,026,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,027,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,028,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,030,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,031,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,032,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,033,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,034,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,051,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0076,056,RM-2,No change,N/A,40-X,40//50-R-4,N/A,N/A,N/A
0076,058,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0077,001,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0077,002,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0077,003,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0077,004,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0077,005,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0077,006,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
0077,007,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
